Ma_SV,Ma_Hoc_Phan,Ten_Mon,So_Tin_Chi,Diem_So,Ky_Hoc,XepLoai,KetQua
A50066,CS123,Lập trình cơ sở 2,2,6.4,3,C,Đạt
A50066,MA110,Giải tích 1,3,9.5,3,A,Đạt
A50066,MI201,Toán rời rạc,3,3.3,3,F,Học lại
A50066,GE121,Tiếng Anh sơ trung cấp 1,2,7.5,3,B,Đạt
A50066,ML115,Chủ nghĩa xã hội khoa học,2,5.1,3,D,Đạt
A50066,NA151,Khoa học môi trường,2,6.9,3,C,Đạt
A50066,CS122,Lập trình hướng đối tượng,3,8.0,4,B,Đạt
A50066,ML202,Tư tưởng Hồ Chí Minh,2,6.4,4,C,Đạt
A50066,GE222,Tiếng Anh sơ trung cấp 2,2,6.5,4,C,Đạt
A50066,MA239,Xác suất thống kê,3,8.8,4,A,Đạt
A50066,IS224,Lập trình khoa học dữ liệu,3,7.9,4,B,Đạt
A50066,AI130,Trí tuệ nhân tạo,3,10.0,4,A,Đạt
A50067,CS100,Tin học đại cương,2,6.3,1,C,Đạt
A50067,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,9.9,1,A,Đạt
A50067,SH131,Pháp luật đại cương,2,7.4,1,B,Đạt
A50067,ML113,Triết học Mác - Lênin,3,9.0,1,A,Đạt
A50067,GE111,Tiếng Anh sơ cấp 1,2,5.9,1,C,Đạt
A50067,CS121,Lập trình cơ sở 1,3,5.9,2,C,Đạt
A50067,MA120,Đại số tuyến tính,3,9.2,2,A,Đạt
A50067,GE112,Tiếng Anh sơ cấp 2,2,8.8,2,A,Đạt
A50067,ML114,Kinh tế chính trị Mác - Lênin,2,8.2,2,B,Đạt
A50067,CS212,Kiến trúc máy tính,3,5.7,2,C,Đạt
A50067,CS123,Lập trình cơ sở 2,2,7.5,3,B,Đạt
A50067,MA110,Giải tích 1,3,8.9,3,A,Đạt
A50067,MI201,Toán rời rạc,3,7.3,3,B,Đạt
A50067,GE121,Tiếng Anh sơ trung cấp 1,2,7.5,3,B,Đạt
A50067,ML115,Chủ nghĩa xã hội khoa học,2,9.3,3,A,Đạt
A50067,NA151,Khoa học môi trường,2,5.0,3,D,Đạt
A50067,CS122,Lập trình hướng đối tượng,3,6.3,4,C,Đạt
A50067,ML202,Tư tưởng Hồ Chí Minh,2,6.2,4,C,Đạt
A50067,GE222,Tiếng Anh sơ trung cấp 2,2,7.0,4,B,Đạt
A50067,MA239,Xác suất thống kê,3,8.7,4,A,Đạt
A50067,IS224,Lập trình khoa học dữ liệu,3,9.6,4,A,Đạt
A50067,AI130,Trí tuệ nhân tạo,3,8.1,4,B,Đạt
A50068,CS100,Tin học đại cương,2,5.6,1,C,Đạt
A50068,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,5.3,1,D,Đạt
A50068,SH131,Pháp luật đại cương,2,5.9,1,C,Đạt
A50068,ML113,Triết học Mác - Lênin,3,6.1,1,C,Đạt
A50068,GE111,Tiếng Anh sơ cấp 1,2,6.5,1,C,Đạt
A50068,CS121,Lập trình cơ sở 1,3,5.4,2,D,Đạt
A50068,MA120,Đại số tuyến tính,3,6.7,2,C,Đạt
A50068,GE112,Tiếng Anh sơ cấp 2,2,8.0,2,B,Đạt
A50068,ML114,Kinh tế chính trị Mác - Lênin,2,8.0,2,B,Đạt
A50068,CS212,Kiến trúc máy tính,3,5.5,2,C,Đạt
A50068,CS123,Lập trình cơ sở 2,2,4.1,3,D,Đạt
A50068,MA110,Giải tích 1,3,3.1,3,F,Học lại
A50068,MI201,Toán rời rạc,3,6.8,3,C,Đạt
A50068,GE121,Tiếng Anh sơ trung cấp 1,2,2.3,3,F,Học lại
A50068,ML115,Chủ nghĩa xã hội khoa học,2,6.2,3,C,Đạt
A50068,NA151,Khoa học môi trường,2,3.4,3,F,Học lại
A50068,CS122,Lập trình hướng đối tượng,3,4.9,4,D,Đạt
A50068,ML202,Tư tưởng Hồ Chí Minh,2,6.8,4,C,Đạt
A50068,GE222,Tiếng Anh sơ trung cấp 2,2,4.4,4,D,Đạt
A50068,MA239,Xác suất thống kê,3,6.9,4,C,Đạt
A50068,IS224,Lập trình khoa học dữ liệu,3,7.1,4,B,Đạt
A50068,AI130,Trí tuệ nhân tạo,3,7.2,4,B,Đạt
A50069,CS100,Tin học đại cương,2,4.8,1,D,Đạt
A50069,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,1.6,1,F,Học lại
A50069,SH131,Pháp luật đại cương,2,4.4,1,D,Đạt
A50069,ML113,Triết học Mác - Lênin,3,6.1,1,C,Đạt
A50069,GE111,Tiếng Anh sơ cấp 1,2,5.2,1,D,Đạt
A50069,CS121,Lập trình cơ sở 1,3,8.7,2,A,Đạt
A50069,MA120,Đại số tuyến tính,3,4.6,2,D,Đạt
A50069,GE112,Tiếng Anh sơ cấp 2,2,4.6,2,D,Đạt
A50069,ML114,Kinh tế chính trị Mác - Lênin,2,5.4,2,D,Đạt
A50069,CS212,Kiến trúc máy tính,3,5.1,2,D,Đạt
A50069,CS123,Lập trình cơ sở 2,2,5.9,3,C,Đạt
A50069,MA110,Giải tích 1,3,6.0,3,C,Đạt
A50069,MI201,Toán rời rạc,3,5.4,3,D,Đạt
A50069,GE121,Tiếng Anh sơ trung cấp 1,2,7.0,3,B,Đạt
A50069,ML115,Chủ nghĩa xã hội khoa học,2,7.3,3,B,Đạt
A50069,NA151,Khoa học môi trường,2,5.9,3,C,Đạt
A50069,CS122,Lập trình hướng đối tượng,3,4.5,4,D,Đạt
A50069,ML202,Tư tưởng Hồ Chí Minh,2,6.5,4,C,Đạt
A50069,GE222,Tiếng Anh sơ trung cấp 2,2,8.7,4,A,Đạt
A50069,MA239,Xác suất thống kê,3,7.0,4,B,Đạt
A50069,IS224,Lập trình khoa học dữ liệu,3,6.3,4,C,Đạt
A50069,AI130,Trí tuệ nhân tạo,3,6.3,4,C,Đạt
A50070,CS100,Tin học đại cương,2,8.0,1,B,Đạt
A50070,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,7.8,1,B,Đạt
A50070,SH131,Pháp luật đại cương,2,7.0,1,B,Đạt
A50070,ML113,Triết học Mác - Lênin,3,4.8,1,D,Đạt
A50070,GE111,Tiếng Anh sơ cấp 1,2,7.5,1,B,Đạt
A50070,CS121,Lập trình cơ sở 1,3,6.2,2,C,Đạt
A50070,MA120,Đại số tuyến tính,3,6.4,2,C,Đạt
A50070,GE112,Tiếng Anh sơ cấp 2,2,7.7,2,B,Đạt
A50070,ML114,Kinh tế chính trị Mác - Lênin,2,8.2,2,B,Đạt
A50070,CS212,Kiến trúc máy tính,3,8.0,2,B,Đạt
A50070,CS123,Lập trình cơ sở 2,2,7.4,3,B,Đạt
A50070,MA110,Giải tích 1,3,8.4,3,B,Đạt
A50070,MI201,Toán rời rạc,3,8.4,3,B,Đạt
A50070,GE121,Tiếng Anh sơ trung cấp 1,2,6.2,3,C,Đạt
A50070,ML115,Chủ nghĩa xã hội khoa học,2,7.3,3,B,Đạt
A50070,NA151,Khoa học môi trường,2,9.0,3,A,Đạt
A50070,CS122,Lập trình hướng đối tượng,3,5.8,4,C,Đạt
A50070,ML202,Tư tưởng Hồ Chí Minh,2,7.2,4,B,Đạt
A50070,GE222,Tiếng Anh sơ trung cấp 2,2,5.3,4,D,Đạt
A50070,MA239,Xác suất thống kê,3,8.8,4,A,Đạt
A50070,IS224,Lập trình khoa học dữ liệu,3,8.4,4,B,Đạt
A50070,AI130,Trí tuệ nhân tạo,3,8.5,4,A,Đạt
A50071,CS100,Tin học đại cương,2,5.7,1,C,Đạt
A50071,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,7.9,1,B,Đạt
A50071,SH131,Pháp luật đại cương,2,8.3,1,B,Đạt
A50071,ML113,Triết học Mác - Lênin,3,5.3,1,D,Đạt
A50071,GE111,Tiếng Anh sơ cấp 1,2,6.1,1,C,Đạt
A50071,CS121,Lập trình cơ sở 1,3,7.2,2,B,Đạt
A50071,MA120,Đại số tuyến tính,3,6.9,2,C,Đạt
A50071,ML114,Kinh tế chính trị Mác - Lênin,2,8.4,2,B,Đạt
A50071,CS212,Kiến trúc máy tính,3,6.0,2,C,Đạt
A50071,CS123,Lập trình cơ sở 2,2,6.0,3,C,Đạt
A50071,MA110,Giải tích 1,3,5.4,3,D,Đạt
A50071,MI201,Toán rời rạc,3,7.1,3,B,Đạt
A50071,GE121,Tiếng Anh sơ trung cấp 1,2,6.0,3,C,Đạt
A50071,ML115,Chủ nghĩa xã hội khoa học,2,7.2,3,B,Đạt
A50071,NA151,Khoa học môi trường,2,4.0,3,D,Đạt
A50071,CS122,Lập trình hướng đối tượng,3,6.6,4,C,Đạt
A50071,ML202,Tư tưởng Hồ Chí Minh,2,7.5,4,B,Đạt
A50071,GE222,Tiếng Anh sơ trung cấp 2,2,5.4,4,D,Đạt
A50071,MA239,Xác suất thống kê,3,5.7,4,C,Đạt
A50071,IS224,Lập trình khoa học dữ liệu,3,7.5,4,B,Đạt
A50071,AI130,Trí tuệ nhân tạo,3,7.2,4,B,Đạt
A50072,CS100,Tin học đại cương,2,7.1,1,B,Đạt
A50072,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,5.8,1,C,Đạt
A50072,SH131,Pháp luật đại cương,2,3.9,1,F,Học lại
A50072,ML113,Triết học Mác - Lênin,3,4.6,1,D,Đạt
A50072,GE111,Tiếng Anh sơ cấp 1,2,5.4,1,D,Đạt
A50072,CS121,Lập trình cơ sở 1,3,8.4,2,B,Đạt
A50072,MA120,Đại số tuyến tính,3,4.7,2,D,Đạt
A50072,GE112,Tiếng Anh sơ cấp 2,2,4.1,2,D,Đạt
A50072,ML114,Kinh tế chính trị Mác - Lênin,2,5.3,2,D,Đạt
A50072,CS212,Kiến trúc máy tính,3,6.1,2,C,Đạt
A50072,CS123,Lập trình cơ sở 2,2,4.7,3,D,Đạt
A50072,MA110,Giải tích 1,3,7.5,3,B,Đạt
A50072,MI201,Toán rời rạc,3,5.2,3,D,Đạt
A50072,GE121,Tiếng Anh sơ trung cấp 1,2,8.2,3,B,Đạt
A50072,ML115,Chủ nghĩa xã hội khoa học,2,6.4,3,C,Đạt
A50072,NA151,Khoa học môi trường,2,5.2,3,D,Đạt
A50072,CS122,Lập trình hướng đối tượng,3,7.0,4,B,Đạt
A50072,ML202,Tư tưởng Hồ Chí Minh,2,7.2,4,B,Đạt
A50072,GE222,Tiếng Anh sơ trung cấp 2,2,6.2,4,C,Đạt
A50072,MA239,Xác suất thống kê,3,5.5,4,C,Đạt
A50072,IS224,Lập trình khoa học dữ liệu,3,4.6,4,D,Đạt
A50072,AI130,Trí tuệ nhân tạo,3,8.4,4,B,Đạt
A50073,CS100,Tin học đại cương,2,7.9,1,B,Đạt
A50073,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,5.3,1,D,Đạt
A50073,ML113,Triết học Mác - Lênin,3,5.2,1,D,Đạt
A50073,GE111,Tiếng Anh sơ cấp 1,2,5.1,1,D,Đạt
A50073,CS121,Lập trình cơ sở 1,3,5.7,2,C,Đạt
A50073,MA120,Đại số tuyến tính,3,6.3,2,C,Đạt
A50073,GE112,Tiếng Anh sơ cấp 2,2,4.5,2,D,Đạt
A50073,ML114,Kinh tế chính trị Mác - Lênin,2,3.2,2,F,Học lại
A50073,CS212,Kiến trúc máy tính,3,5.7,2,C,Đạt
A50073,CS123,Lập trình cơ sở 2,2,3.7,3,F,Học lại
A50073,MA110,Giải tích 1,3,3.9,3,F,Học lại
A50073,MI201,Toán rời rạc,3,5.5,3,C,Đạt
A50073,GE121,Tiếng Anh sơ trung cấp 1,2,7.5,3,B,Đạt
A50073,ML115,Chủ nghĩa xã hội khoa học,2,3.9,3,F,Học lại
A50073,NA151,Khoa học môi trường,2,7.7,3,B,Đạt
A50073,CS122,Lập trình hướng đối tượng,3,6.3,4,C,Đạt
A50073,ML202,Tư tưởng Hồ Chí Minh,2,5.1,4,D,Đạt
A50073,GE222,Tiếng Anh sơ trung cấp 2,2,4.7,4,D,Đạt
A50073,MA239,Xác suất thống kê,3,6.1,4,C,Đạt
A50073,IS224,Lập trình khoa học dữ liệu,3,8.1,4,B,Đạt
A50073,AI130,Trí tuệ nhân tạo,3,2.5,4,F,Học lại
A50074,CS100,Tin học đại cương,2,6.7,1,C,Đạt
A50074,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,4.8,1,D,Đạt
A50074,SH131,Pháp luật đại cương,2,5.0,1,D,Đạt
A50074,ML113,Triết học Mác - Lênin,3,6.8,1,C,Đạt
A50074,GE111,Tiếng Anh sơ cấp 1,2,7.3,1,B,Đạt
A50074,CS121,Lập trình cơ sở 1,3,9.0,2,A,Đạt
A50074,MA120,Đại số tuyến tính,3,3.0,2,F,Học lại
A50074,GE112,Tiếng Anh sơ cấp 2,2,8.0,2,B,Đạt
A50074,ML114,Kinh tế chính trị Mác - Lênin,2,7.8,2,B,Đạt
A50074,CS212,Kiến trúc máy tính,3,5.9,2,C,Đạt
A50074,CS123,Lập trình cơ sở 2,2,6.0,3,C,Đạt
A50074,MA110,Giải tích 1,3,7.2,3,B,Đạt
A50074,MI201,Toán rời rạc,3,6.5,3,C,Đạt
A50074,GE121,Tiếng Anh sơ trung cấp 1,2,8.3,3,B,Đạt
A50074,ML115,Chủ nghĩa xã hội khoa học,2,7.5,3,B,Đạt
A50074,NA151,Khoa học môi trường,2,4.0,3,D,Đạt
A50074,CS122,Lập trình hướng đối tượng,3,6.7,4,C,Đạt
A50074,ML202,Tư tưởng Hồ Chí Minh,2,6.6,4,C,Đạt
A50074,GE222,Tiếng Anh sơ trung cấp 2,2,6.0,4,C,Đạt
A50074,MA239,Xác suất thống kê,3,6.4,4,C,Đạt
A50074,IS224,Lập trình khoa học dữ liệu,3,7.2,4,B,Đạt
A50074,AI130,Trí tuệ nhân tạo,3,8.2,4,B,Đạt
A50075,CS100,Tin học đại cương,2,8.8,1,A,Đạt
A50075,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,5.7,1,C,Đạt
A50075,SH131,Pháp luật đại cương,2,6.4,1,C,Đạt
A50075,ML113,Triết học Mác - Lênin,3,7.1,1,B,Đạt
A50075,GE111,Tiếng Anh sơ cấp 1,2,5.9,1,C,Đạt
A50075,CS121,Lập trình cơ sở 1,3,7.9,2,B,Đạt
A50075,MA120,Đại số tuyến tính,3,6.7,2,C,Đạt
A50075,GE112,Tiếng Anh sơ cấp 2,2,6.6,2,C,Đạt
A50075,ML114,Kinh tế chính trị Mác - Lênin,2,5.2,2,D,Đạt
A50075,CS212,Kiến trúc máy tính,3,8.8,2,A,Đạt
A50075,CS123,Lập trình cơ sở 2,2,7.1,3,B,Đạt
A50075,MA110,Giải tích 1,3,6.1,3,C,Đạt
A50075,MI201,Toán rời rạc,3,5.6,3,C,Đạt
A50075,GE121,Tiếng Anh sơ trung cấp 1,2,5.4,3,D,Đạt
A50075,ML115,Chủ nghĩa xã hội khoa học,2,5.9,3,C,Đạt
A50075,NA151,Khoa học môi trường,2,8.3,3,B,Đạt
A50075,CS122,Lập trình hướng đối tượng,3,5.3,4,D,Đạt
A50075,ML202,Tư tưởng Hồ Chí Minh,2,8.8,4,A,Đạt
A50075,GE222,Tiếng Anh sơ trung cấp 2,2,4.0,4,D,Đạt
A50075,MA239,Xác suất thống kê,3,6.5,4,C,Đạt
A50075,IS224,Lập trình khoa học dữ liệu,3,5.8,4,C,Đạt
A50075,AI130,Trí tuệ nhân tạo,3,5.3,4,D,Đạt
A50076,CS100,Tin học đại cương,2,6.4,1,C,Đạt
A50076,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,9.8,1,A,Đạt
A50076,SH131,Pháp luật đại cương,2,6.6,1,C,Đạt
A50076,ML113,Triết học Mác - Lênin,3,7.2,1,B,Đạt
A50076,GE111,Tiếng Anh sơ cấp 1,2,10.0,1,A,Đạt
A50076,CS121,Lập trình cơ sở 1,3,10.0,2,A,Đạt
A50076,MA120,Đại số tuyến tính,3,8.7,2,A,Đạt
A50076,GE112,Tiếng Anh sơ cấp 2,2,9.6,2,A,Đạt
A50076,ML114,Kinh tế chính trị Mác - Lênin,2,9.9,2,A,Đạt
A50076,CS212,Kiến trúc máy tính,3,8.8,2,A,Đạt
A50076,CS123,Lập trình cơ sở 2,2,5.8,3,C,Đạt
A50076,MA110,Giải tích 1,3,6.2,3,C,Đạt
A50076,MI201,Toán rời rạc,3,7.2,3,B,Đạt
A50076,GE121,Tiếng Anh sơ trung cấp 1,2,6.8,3,C,Đạt
A50076,ML115,Chủ nghĩa xã hội khoa học,2,9.5,3,A,Đạt
A50076,NA151,Khoa học môi trường,2,6.0,3,C,Đạt
A50076,CS122,Lập trình hướng đối tượng,3,6.0,4,C,Đạt
A50076,ML202,Tư tưởng Hồ Chí Minh,2,10.0,4,A,Đạt
A50076,GE222,Tiếng Anh sơ trung cấp 2,2,6.6,4,C,Đạt
A50076,MA239,Xác suất thống kê,3,8.0,4,B,Đạt
A50076,IS224,Lập trình khoa học dữ liệu,3,6.4,4,C,Đạt
A50076,AI130,Trí tuệ nhân tạo,3,8.8,4,A,Đạt
A50077,CS100,Tin học đại cương,2,6.9,1,C,Đạt
A50077,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,9.2,1,A,Đạt
A50077,SH131,Pháp luật đại cương,2,7.8,1,B,Đạt
A50077,ML113,Triết học Mác - Lênin,3,9.1,1,A,Đạt
A50077,GE111,Tiếng Anh sơ cấp 1,2,10.0,1,A,Đạt
A50077,CS121,Lập trình cơ sở 1,3,10.0,2,A,Đạt
A50077,MA120,Đại số tuyến tính,3,7.2,2,B,Đạt
A50077,GE112,Tiếng Anh sơ cấp 2,2,9.1,2,A,Đạt
A50077,ML114,Kinh tế chính trị Mác - Lênin,2,8.0,2,B,Đạt
A50077,CS212,Kiến trúc máy tính,3,6.8,2,C,Đạt
A50077,CS123,Lập trình cơ sở 2,2,8.8,3,A,Đạt
A50077,MA110,Giải tích 1,3,9.2,3,A,Đạt
A50077,MI201,Toán rời rạc,3,7.1,3,B,Đạt
A50077,GE121,Tiếng Anh sơ trung cấp 1,2,10.0,3,A,Đạt
A50077,ML115,Chủ nghĩa xã hội khoa học,2,7.8,3,B,Đạt
A50077,NA151,Khoa học môi trường,2,7.3,3,B,Đạt
A50077,CS122,Lập trình hướng đối tượng,3,9.3,4,A,Đạt
A50077,ML202,Tư tưởng Hồ Chí Minh,2,7.9,4,B,Đạt
A50077,GE222,Tiếng Anh sơ trung cấp 2,2,9.3,4,A,Đạt
A50077,MA239,Xác suất thống kê,3,6.3,4,C,Đạt
A50077,IS224,Lập trình khoa học dữ liệu,3,8.6,4,A,Đạt
A50077,AI130,Trí tuệ nhân tạo,3,8.1,4,B,Đạt
A50078,CS100,Tin học đại cương,2,6.9,1,C,Đạt
A50078,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,5.6,1,C,Đạt
A50078,SH131,Pháp luật đại cương,2,5.6,1,C,Đạt
A50078,ML113,Triết học Mác - Lênin,3,8.3,1,B,Đạt
A50078,GE111,Tiếng Anh sơ cấp 1,2,8.9,1,A,Đạt
A50078,CS121,Lập trình cơ sở 1,3,8.5,2,A,Đạt
A50078,MA120,Đại số tuyến tính,3,9.1,2,A,Đạt
A50078,GE112,Tiếng Anh sơ cấp 2,2,5.9,2,C,Đạt
A50078,ML114,Kinh tế chính trị Mác - Lênin,2,7.9,2,B,Đạt
A50078,CS212,Kiến trúc máy tính,3,6.9,2,C,Đạt
A50078,CS123,Lập trình cơ sở 2,2,7.0,3,B,Đạt
A50078,MA110,Giải tích 1,3,8.2,3,B,Đạt
A50078,MI201,Toán rời rạc,3,5.8,3,C,Đạt
A50078,GE121,Tiếng Anh sơ trung cấp 1,2,7.2,3,B,Đạt
A50078,ML115,Chủ nghĩa xã hội khoa học,2,8.5,3,A,Đạt
A50078,NA151,Khoa học môi trường,2,4.4,3,D,Đạt
A50078,CS122,Lập trình hướng đối tượng,3,8.6,4,A,Đạt
A50078,ML202,Tư tưởng Hồ Chí Minh,2,9.3,4,A,Đạt
A50078,GE222,Tiếng Anh sơ trung cấp 2,2,9.3,4,A,Đạt
A50078,MA239,Xác suất thống kê,3,8.4,4,B,Đạt
A50078,IS224,Lập trình khoa học dữ liệu,3,8.2,4,B,Đạt
A50078,AI130,Trí tuệ nhân tạo,3,7.4,4,B,Đạt
A50079,CS100,Tin học đại cương,2,4.0,1,D,Đạt
A50079,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,5.4,1,D,Đạt
A50079,SH131,Pháp luật đại cương,2,4.6,1,D,Đạt
A50079,ML113,Triết học Mác - Lênin,3,4.7,1,D,Đạt
A50079,GE111,Tiếng Anh sơ cấp 1,2,4.7,1,D,Đạt
A50079,CS121,Lập trình cơ sở 1,3,2.9,2,F,Học lại
A50079,MA120,Đại số tuyến tính,3,7.3,2,B,Đạt
A50079,GE112,Tiếng Anh sơ cấp 2,2,5.6,2,C,Đạt
A50079,CS212,Kiến trúc máy tính,3,2.3,2,F,Học lại
A50079,CS123,Lập trình cơ sở 2,2,7.9,3,B,Đạt
A50079,MA110,Giải tích 1,3,5.8,3,C,Đạt
A50079,MI201,Toán rời rạc,3,6.0,3,C,Đạt
A50079,GE121,Tiếng Anh sơ trung cấp 1,2,4.8,3,D,Đạt
A50079,ML115,Chủ nghĩa xã hội khoa học,2,4.8,3,D,Đạt
A50079,NA151,Khoa học môi trường,2,6.7,3,C,Đạt
A50079,CS122,Lập trình hướng đối tượng,3,5.3,4,D,Đạt
A50079,ML202,Tư tưởng Hồ Chí Minh,2,9.4,4,A,Đạt
A50079,GE222,Tiếng Anh sơ trung cấp 2,2,7.2,4,B,Đạt
A50079,MA239,Xác suất thống kê,3,4.5,4,D,Đạt
A50079,IS224,Lập trình khoa học dữ liệu,3,7.2,4,B,Đạt
A50079,AI130,Trí tuệ nhân tạo,3,4.4,4,D,Đạt
A50080,CS100,Tin học đại cương,2,7.9,1,B,Đạt
A50080,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,6.8,1,C,Đạt
A50080,SH131,Pháp luật đại cương,2,3.9,1,F,Học lại
A50080,ML113,Triết học Mác - Lênin,3,6.7,1,C,Đạt
A50080,GE111,Tiếng Anh sơ cấp 1,2,4.2,1,D,Đạt
A50080,CS121,Lập trình cơ sở 1,3,6.7,2,C,Đạt
A50080,MA120,Đại số tuyến tính,3,6.1,2,C,Đạt
A50080,GE112,Tiếng Anh sơ cấp 2,2,7.2,2,B,Đạt
A50080,CS212,Kiến trúc máy tính,3,9.3,2,A,Đạt
A50080,CS123,Lập trình cơ sở 2,2,7.0,3,B,Đạt
A50080,MA110,Giải tích 1,3,7.3,3,B,Đạt
A50080,MI201,Toán rời rạc,3,7.2,3,B,Đạt
A50080,GE121,Tiếng Anh sơ trung cấp 1,2,8.1,3,B,Đạt
A50080,ML115,Chủ nghĩa xã hội khoa học,2,5.6,3,C,Đạt
A50080,NA151,Khoa học môi trường,2,6.5,3,C,Đạt
A50080,CS122,Lập trình hướng đối tượng,3,6.0,4,C,Đạt
A50080,ML202,Tư tưởng Hồ Chí Minh,2,4.9,4,D,Đạt
A50080,GE222,Tiếng Anh sơ trung cấp 2,2,8.8,4,A,Đạt
A50080,IS224,Lập trình khoa học dữ liệu,3,7.6,4,B,Đạt
A50080,AI130,Trí tuệ nhân tạo,3,6.4,4,C,Đạt
A50081,CS100,Tin học đại cương,2,5.7,1,C,Đạt
A50081,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,4.0,1,D,Đạt
A50081,SH131,Pháp luật đại cương,2,5.3,1,D,Đạt
A50081,ML113,Triết học Mác - Lênin,3,6.1,1,C,Đạt
A50081,GE111,Tiếng Anh sơ cấp 1,2,4.4,1,D,Đạt
A50081,CS121,Lập trình cơ sở 1,3,4.5,2,D,Đạt
A50081,MA120,Đại số tuyến tính,3,5.4,2,D,Đạt
A50081,GE112,Tiếng Anh sơ cấp 2,2,7.3,2,B,Đạt
A50081,ML114,Kinh tế chính trị Mác - Lênin,2,4.3,2,D,Đạt
A50081,CS212,Kiến trúc máy tính,3,5.4,2,D,Đạt
A50081,CS123,Lập trình cơ sở 2,2,7.6,3,B,Đạt
A50081,MA110,Giải tích 1,3,6.5,3,C,Đạt
A50081,MI201,Toán rời rạc,3,5.8,3,C,Đạt
A50081,GE121,Tiếng Anh sơ trung cấp 1,2,7.0,3,B,Đạt
A50081,NA151,Khoa học môi trường,2,3.6,3,F,Học lại
A50081,CS122,Lập trình hướng đối tượng,3,7.7,4,B,Đạt
A50081,ML202,Tư tưởng Hồ Chí Minh,2,5.1,4,D,Đạt
A50081,GE222,Tiếng Anh sơ trung cấp 2,2,2.8,4,F,Học lại
A50081,MA239,Xác suất thống kê,3,4.5,4,D,Đạt
A50081,IS224,Lập trình khoa học dữ liệu,3,9.4,4,A,Đạt
A50081,AI130,Trí tuệ nhân tạo,3,6.4,4,C,Đạt
A50082,CS100,Tin học đại cương,2,8.1,1,B,Đạt
A50082,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,8.3,1,B,Đạt
A50082,SH131,Pháp luật đại cương,2,8.8,1,A,Đạt
A50082,ML113,Triết học Mác - Lênin,3,5.6,1,C,Đạt
A50082,GE111,Tiếng Anh sơ cấp 1,2,5.1,1,D,Đạt
A50082,CS121,Lập trình cơ sở 1,3,8.1,2,B,Đạt
A50082,MA120,Đại số tuyến tính,3,10.0,2,A,Đạt
A50082,GE112,Tiếng Anh sơ cấp 2,2,4.0,2,D,Đạt
A50082,ML114,Kinh tế chính trị Mác - Lênin,2,7.2,2,B,Đạt
A50082,CS212,Kiến trúc máy tính,3,5.6,2,C,Đạt
A50082,CS123,Lập trình cơ sở 2,2,6.8,3,C,Đạt
A50082,MA110,Giải tích 1,3,5.7,3,C,Đạt
A50082,MI201,Toán rời rạc,3,4.9,3,D,Đạt
A50082,GE121,Tiếng Anh sơ trung cấp 1,2,4.6,3,D,Đạt
A50082,ML115,Chủ nghĩa xã hội khoa học,2,5.4,3,D,Đạt
A50082,NA151,Khoa học môi trường,2,8.6,3,A,Đạt
A50082,CS122,Lập trình hướng đối tượng,3,7.1,4,B,Đạt
A50082,ML202,Tư tưởng Hồ Chí Minh,2,7.0,4,B,Đạt
A50082,GE222,Tiếng Anh sơ trung cấp 2,2,6.5,4,C,Đạt
A50082,MA239,Xác suất thống kê,3,5.9,4,C,Đạt
A50082,IS224,Lập trình khoa học dữ liệu,3,7.7,4,B,Đạt
A50082,AI130,Trí tuệ nhân tạo,3,8.0,4,B,Đạt
A50083,CS100,Tin học đại cương,2,5.6,1,C,Đạt
A50083,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,4.3,1,D,Đạt
A50083,SH131,Pháp luật đại cương,2,7.1,1,B,Đạt
A50083,ML113,Triết học Mác - Lênin,3,3.9,1,F,Học lại
A50083,GE111,Tiếng Anh sơ cấp 1,2,5.5,1,C,Đạt
A50083,CS121,Lập trình cơ sở 1,3,5.4,2,D,Đạt
A50083,MA120,Đại số tuyến tính,3,8.6,2,A,Đạt
A50083,GE112,Tiếng Anh sơ cấp 2,2,9.4,2,A,Đạt
A50083,ML114,Kinh tế chính trị Mác - Lênin,2,7.7,2,B,Đạt
A50083,CS212,Kiến trúc máy tính,3,5.7,2,C,Đạt
A50083,CS123,Lập trình cơ sở 2,2,5.1,3,D,Đạt
A50083,MA110,Giải tích 1,3,8.4,3,B,Đạt
A50083,MI201,Toán rời rạc,3,5.3,3,D,Đạt
A50083,GE121,Tiếng Anh sơ trung cấp 1,2,5.8,3,C,Đạt
A50083,ML115,Chủ nghĩa xã hội khoa học,2,3.6,3,F,Học lại
A50083,CS122,Lập trình hướng đối tượng,3,7.6,4,B,Đạt
